,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
2248,UFC 169: Barão vs. Faber II,Lightweight,Abel Trujillo,def.,Jamie Varner,2,2:32,KO (punch)
2249,UFC 169: Barão vs. Faber II,Lightweight,Alan Patrick,def.,John Makdessi,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2250,UFC 169: Barão vs. Faber II,Flyweight,Chris Cariaso,def.,Danny Martinez,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2251,UFC 169: Barão vs. Faber II,Middleweight,Nick Catone,def.,Tom Watson,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2252,UFC 169: Barão vs. Faber II,Lightweight,Al Iaquinta,def.,Kevin Lee,3,5:00,"Decision (unanimous) (29–28, 29–28, 28–27)"
2253,UFC 169: Barão vs. Faber II,Middleweight,Clint Hester,def.,Andy Enz,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
2254,UFC 169: Barão vs. Faber II,Lightweight,Rashid Magomedov,def.,Tony Martin,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2255,UFC 169: Barão vs. Faber II,Welterweight,Neil Magny,def.,Gasan Umalatov,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
2256,UFC on Fox: Henderson vs. Thomson,Lightweight,Benson Henderson,def.,Josh Thomson,5,5:00,"Decision (split) (47–48, 48–47, 49–46)"
2257,UFC on Fox: Henderson vs. Thomson,Heavyweight,Stipe Miocic,def.,Gabriel Gonzaga,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2258,UFC on Fox: Henderson vs. Thomson,Lightweight,Donald Cerrone,def.,Adriano Martins,1,4:40,KO (head kick)
2259,UFC on Fox: Henderson vs. Thomson,Featherweight,Jeremy Stephens,def.,Darren Elkins,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
2260,UFC on Fox: Henderson vs. Thomson,Bantamweight,Alex Caceres,def.,Sergio Pettis,3,4:39,Submission (rear-naked choke)
2261,UFC on Fox: Henderson vs. Thomson,Bantamweight,Eddie Wineland,def.,Yves Jabouin,2,4:16,TKO (punches)
2262,UFC on Fox: Henderson vs. Thomson,Bantamweight,Chico Camus,vs.,Yaotzin Meza,3,5:00,No Contest (overturned)
2263,UFC on Fox: Henderson vs. Thomson,Bantamweight,Hugo Viana,def.,Junior Hernandez,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2264,UFC on Fox: Henderson vs. Thomson,Lightweight,Daron Cruickshank,def.,Mike Rio,2,4:56,TKO (wheel kick and punches)
2265,UFC on Fox: Henderson vs. Thomson,Welterweight,George Sullivan,def.,Mike Rhodes,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2266,UFC on Fox: Henderson vs. Thomson,Heavyweight,Nikita Krylov,def.,Walt Harris,1,0:25,TKO (head kick and punches)
2267,UFC Fight Night: Rockhold vs. Philippou,Middleweight,Luke Rockhold,def.,Costas Philippou,1,2:31,TKO (body kick)
2268,UFC Fight Night: Rockhold vs. Philippou,Middleweight,Brad Tavares,def.,Lorenz Larkin,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2269,UFC Fight Night: Rockhold vs. Philippou,Bantamweight,T.J. Dillashaw,def.,Mike Easton,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2270,UFC Fight Night: Rockhold vs. Philippou,Middleweight,Yoel Romero,def.,Derek Brunson,3,3:23,TKO (punches and elbows)
2271,UFC Fight Night: Rockhold vs. Philippou,Flyweight,John Moraga,def.,Dustin Ortiz,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2272,UFC Fight Night: Rockhold vs. Philippou,Featherweight,Cole Miller,def.,Sam Sicilia,2,1:54,Submission (rear-naked choke)
2273,UFC Fight Night: Rockhold vs. Philippou,Lightweight,Ramsey Nijem,def.,Justin Edwards,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
2274,UFC Fight Night: Rockhold vs. Philippou,Lightweight,Elias Silvério,def.,Isaac Vallie-Flagg,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–27)"
2275,UFC Fight Night: Rockhold vs. Philippou,Middleweight,Trevor Smith,def.,Brian Houston,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2276,UFC Fight Night: Rockhold vs. Philippou,Flyweight,Louis Smolka,def.,Alptekin Özkılıç,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2277,UFC Fight Night: Rockhold vs. Philippou,Lightweight,Vinc Pichel,def.,Garett Whiteley,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2278,UFC Fight Night: Rockhold vs. Philippou,Lightweight,Beneil Dariush,def.,Charlie Brenneman,1,1:45,Submission (rear-naked choke)
2279,UFC Fight Night: Saffiedine vs. Lim,Welterweight,Tarec Saffiedine,def.,Hyun Gyu Lim,5,5:00,"Decision (unanimous) (49–46, 48–47, 48–47)"
2280,UFC Fight Night: Saffiedine vs. Lim,Featherweight,Tatsuya Kawajiri,def.,Sean Soriano,2,0:50,Submission (rear-naked choke)
2281,UFC Fight Night: Saffiedine vs. Lim,Welterweight,Kiichi Kunimoto,def.,Luiz Dutra Jr.,1,2:57,Disqualification (illegal elbows)
2282,UFC Fight Night: Saffiedine vs. Lim,Bantamweight,Kyung Ho Kang,def.,Shunichi Shimizu,3,3:53,Submission (arm-triangle choke)
2283,UFC Fight Night: Saffiedine vs. Lim,Featherweight,Max Holloway,def.,Will Chope,2,2:27,TKO (punches)
2284,UFC Fight Night: Saffiedine vs. Lim,Lightweight,Katsunori Kikuno,def.,Quinn Mulhern,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2285,UFC Fight Night: Saffiedine vs. Lim,Bantamweight,Royston Wee,def.,Dave Galera,3,5:00,"Decision (unanimous) (30–26, 30–26, 30–26)"
2286,UFC Fight Night: Saffiedine vs. Lim,Lightweight,Mairbek Taisumov,def.,Tae Hyun Bang,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2287,UFC Fight Night: Saffiedine vs. Lim,Bantamweight,Dustin Kimura,def.,Jon delos Reyes,1,2:13,Submission (armbar)
2288,UFC Fight Night: Saffiedine vs. Lim,Bantamweight,Russell Doane,def.,Leandro Issa,2,4:59,Technical Submission (triangle choke)
2289,UFC 168: Weidman vs. Silva 2,Middleweight,Chris Weidman,def.,Anderson Silva,2,1:16,TKO (broken leg)
2290,UFC 168: Weidman vs. Silva 2,Women's Bantamweight,Ronda Rousey,def.,Miesha Tate,3,0:58,Submission (armbar)
2291,UFC 168: Weidman vs. Silva 2,Heavyweight,Travis Browne,def.,Josh Barnett,1,1:00,KO (elbows)
2292,UFC 168: Weidman vs. Silva 2,Lightweight,Jim Miller,def.,Fabrício Camões,1,3:42,Submission (armbar)
2293,UFC 168: Weidman vs. Silva 2,Catchweight (151.5 lbs),Dustin Poirier,def.,Diego Brandao,1,4:54,TKO (punches)
2294,UFC 168: Weidman vs. Silva 2,Middleweight,Uriah Hall,def.,Chris Leben,1,5:00,TKO (retirement)
2295,UFC 168: Weidman vs. Silva 2,Lightweight,Michael Johnson,def.,Gleison Tibau,2,1:32,KO (punches)
2296,UFC 168: Weidman vs. Silva 2,Featherweight,Dennis Siver,vs.,Manvel Gamburyan,3,5:00,No Contest (overturned)
2297,UFC 168: Weidman vs. Silva 2,Welterweight,John Howard,def.,Siyar Bahadurzada,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2298,UFC 168: Weidman vs. Silva 2,Welterweight,William Macário,def.,Bobby Voelker,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2299,UFC 168: Weidman vs. Silva 2,Featherweight,Robbie Peralta,def.,Estevan Payan,3,0:12,KO (punches)
2300,UFC on Fox: Johnson vs. Benavidez 2,Flyweight,Demetrious Johnson,def.,Joseph Benavidez,1,2:08,KO (punch)
2301,UFC on Fox: Johnson vs. Benavidez 2,Bantamweight,Urijah Faber,def.,Michael McDonald,2,3:22,Submission (guillotine choke)
2302,UFC on Fox: Johnson vs. Benavidez 2,Featherweight,Chad Mendes,def.,Nik Lentz,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2303,UFC on Fox: Johnson vs. Benavidez 2,Lightweight,Joe Lauzon,def.,Mac Danzig,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2304,UFC on Fox: Johnson vs. Benavidez 2,Welterweight,Ryan LaFlare,def.,Court McGee,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2305,UFC on Fox: Johnson vs. Benavidez 2,Lightweight,Edson Barboza,def.,Danny Castillo,3,5:00,"Decision (majority) (29–28, 29–28, 28–28)"
2306,UFC on Fox: Johnson vs. Benavidez 2,Lightweight,Bobby Green,def.,Pat Healy,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2307,UFC on Fox: Johnson vs. Benavidez 2,Flyweight,Zach Makovsky,def.,Scott Jorgensen,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2308,UFC on Fox: Johnson vs. Benavidez 2,Lightweight,Sam Stout,def.,Cody McKenzie,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2309,UFC on Fox: Johnson vs. Benavidez 2,Lightweight,Abel Trujillo,def.,Roger Bowling,2,1:35,TKO (punches)
2310,UFC on Fox: Johnson vs. Benavidez 2,Flyweight,Alptekin Özkılıç,def.,Darren Uyenoyama,3,5:00,"Decision (split) (30–27, 28–29, 29–28)"
2311,UFC Fight Night: Hunt vs. Bigfoot,Heavyweight,Mark Hunt,vs.,Antônio Silva,5,5:00,"Draw (majority) (48–47, 47–47, 47–47)"
2312,UFC Fight Night: Hunt vs. Bigfoot,Light Heavyweight,Maurício Rua,def.,James Te Huna,1,1:03,KO (punch)
2313,UFC Fight Night: Hunt vs. Bigfoot,Light Heavyweight,Ryan Bader,def.,Anthony Perosh,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
2314,UFC Fight Night: Hunt vs. Bigfoot,Heavyweight,Soa Palelei,def.,Pat Barry,1,2:09,KO (punches)
2315,UFC Fight Night: Hunt vs. Bigfoot,Middleweight,Clint Hester,def.,Dylan Andrews,2,5:00,TKO (doctor stoppage)
2316,UFC Fight Night: Hunt vs. Bigfoot,Women's Bantamweight,Bethe Correia,def.,Julie Kedzie,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2317,UFC Fight Night: Hunt vs. Bigfoot,Bantamweight,Takeya Mizugaki,def.,Nam Phan,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–28)"
2318,UFC Fight Night: Hunt vs. Bigfoot,Middleweight,Caio Magalhaes,def.,Nick Ring,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2319,UFC Fight Night: Hunt vs. Bigfoot,Flyweight,Justin Scoggins,def.,Richie Vaculik,1,4:43,TKO (punches)
2320,UFC Fight Night: Hunt vs. Bigfoot,Middleweight,Krzysztof Jotko,def.,Bruno Santos,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2321,UFC Fight Night: Hunt vs. Bigfoot,Welterweight,Alex Garcia,def.,Ben Wall,1,0:43,KO (punches)
2322,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Lightweight,Nate Diaz,def.,Gray Maynard,1,2:38,TKO (punches)
2323,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Women's Bantamweight,Julianna Peña,def.,Jessica Rakoczy,1,4:59,TKO (punches and elbows)
2324,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Bantamweight,Chris Holdsworth,def.,Davey Grant,2,2:10,Submission (rear-naked choke)
2325,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Women's Bantamweight,Jessamyn Duke,def.,Peggy Morgan,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2326,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Women's Bantamweight,Raquel Pennington,def.,Roxanne Modafferi,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2327,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Featherweight,Akira Corassani,def.,Maximo Blanco,1,0:25,Disqualification (illegal knee)
2328,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Featherweight,Tom Niinimäki,def.,Rani Yahya,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
2329,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Heavyweight,Jared Rosholt,def.,Walt Harris,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2330,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Welterweight,Sean Spencer,def.,Drew Dober,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2331,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Catchweight (127.5 lbs),Josh Sampo,def.,Ryan Benoit,2,4:31,Submission (rear-naked choke)
2332,UFC 167: St-Pierre vs. Hendricks,Welterweight,Georges St-Pierre,def.,Johny Hendricks,5,5:00,"Decision (split) (47–48, 48–47, 48–47)"
2333,UFC 167: St-Pierre vs. Hendricks,Light Heavyweight,Rashad Evans,def.,Chael Sonnen,1,4:05,TKO (punches)
2334,UFC 167: St-Pierre vs. Hendricks,Welterweight,Robbie Lawler,def.,Rory MacDonald,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2335,UFC 167: St-Pierre vs. Hendricks,Welterweight,Tyron Woodley,def.,Josh Koscheck,1,4:38,KO (punches)
2336,UFC 167: St-Pierre vs. Hendricks,Flyweight,Ali Bagautinov,def.,Tim Elliott,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2337,UFC 167: St-Pierre vs. Hendricks,Lightweight,Donald Cerrone,def.,Evan Dunham,2,3:49,Submission (triangle choke)
2338,UFC 167: St-Pierre vs. Hendricks,Middleweight,Thales Leites,def.,Ed Herman,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2339,UFC 167: St-Pierre vs. Hendricks,Welterweight,Rick Story,def.,Brian Ebersole,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2340,UFC 167: St-Pierre vs. Hendricks,Bantamweight,Érik Pérez,def.,Edwin Figueroa,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2341,UFC 167: St-Pierre vs. Hendricks,Welterweight,Jason High,def.,Anthony Lapsley,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2342,UFC 167: St-Pierre vs. Hendricks,Bantamweight,Sergio Pettis,def.,Will Campuzano,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2343,UFC 167: St-Pierre vs. Hendricks,Light Heavyweight,Gian Villante,def.,Cody Donovan,2,1:22,TKO (punches)
2344,UFC Fight Night: Belfort vs. Henderson,Light Heavyweight,Vitor Belfort,def.,Dan Henderson,1,1:17,KO (head kick)
2345,UFC Fight Night: Belfort vs. Henderson,Middleweight,Cezar Ferreira,def.,Daniel Sarafian,3,5:00,"Decision (split) (28–29, 30–27, 30–28)"
2346,UFC Fight Night: Belfort vs. Henderson,Light Heavyweight,Rafael Cavalcante,def.,Igor Pokrajac,1,1:18,Submission (strikes)
2347,UFC Fight Night: Belfort vs. Henderson,Welterweight,Brandon Thatch,def.,Paulo Thiago,1,2:10,Submission (strikes)
2348,UFC Fight Night: Belfort vs. Henderson,Welterweight,Ryan LaFlare,def.,Santiago Ponzinibbio,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2349,UFC Fight Night: Belfort vs. Henderson,Featherweight,Jeremy Stephens,def.,Rony Jason,1,0:40,KO (head kick)
2350,UFC Fight Night: Belfort vs. Henderson,Featherweight,Sam Sicilia,def.,Godofredo Pepey,1,1:42,TKO (punches)
2351,UFC Fight Night: Belfort vs. Henderson,Middleweight,Omari Akhmedov,def.,Thiago Perpétuo,1,3:31,KO (punches)
2352,UFC Fight Night: Belfort vs. Henderson,Lightweight,Thiago Tavares,def.,Justin Salas,1,2:38,Submission (rear-naked choke)
2353,UFC Fight Night: Belfort vs. Henderson,Lightweight,Adriano Martins,def.,Daron Cruickshank,2,2:49,Submission (straight armbar)
2354,UFC Fight Night: Belfort vs. Henderson,Flyweight,Dustin Ortiz,def.,Jose Maria Tome,3,3:19,TKO (punches)
2355,UFC: Fight for the Troops 3,Middleweight,Tim Kennedy,def.,Rafael Natal,1,4:40,TKO (punch)
2356,UFC: Fight for the Troops 3,Women's Bantamweight,Alexis Davis,def.,Liz Carmouche,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2357,UFC: Fight for the Troops 3,Middleweight,Yoel Romero,def.,Ronny Markes,3,1:39,TKO (punches)
2358,UFC: Fight for the Troops 3,Lightweight,Rustam Khabilov,def.,Jorge Masvidal,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
2359,UFC: Fight for the Troops 3,Lightweight,Michael Chiesa,def.,Colton Smith,2,1:41,Submission (rear-naked choke)
2360,UFC: Fight for the Troops 3,Lightweight,Bobby Green,def.,James Krause,1,3:50,TKO (body kick)
2361,UFC: Fight for the Troops 3,Bantamweight,Francisco Rivera,def.,George Roop,2,2:20,TKO (punches)
2362,UFC: Fight for the Troops 3,Featherweight,Dennis Bermudez,def.,Steven Siler,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2363,UFC: Fight for the Troops 3,Women's Bantamweight,Amanda Nunes,def.,Germaine de Randamie,1,3:56,TKO (elbows)
2364,UFC: Fight for the Troops 3,Middleweight,Lorenz Larkin,def.,Chris Camozzi,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2365,UFC: Fight for the Troops 3,Lightweight,Yancy Medeiros,vs.,Yves Edwards,1,2:47,No Contest (overturned)
2366,UFC: Fight for the Troops 3,Welterweight,Seth Baczynski,def.,Neil Magny,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2367,UFC: Fight for the Troops 3,Middleweight,Derek Brunson,def.,Brian Houston,1,0:48,Submission (rear-naked choke)
2368,UFC Fight Night: Machida vs. Muñoz,Middleweight,Lyoto Machida,def.,Mark Muñoz,1,3:10,KO (head kick)
2369,UFC Fight Night: Machida vs. Muñoz,Lightweight,Ross Pearson,vs.,Melvin Guillard,1,1:57,No Contest (illegal knee)
2370,UFC Fight Night: Machida vs. Muñoz,Light Heavyweight,Jimi Manuwa,def.,Ryan Jimmo,2,4:41,TKO (injury)
2371,UFC Fight Night: Machida vs. Muñoz,Lightweight,Norman Parke,def.,Jon Tuck,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2372,UFC Fight Night: Machida vs. Muñoz,Middleweight,Nico Musoke,def.,Alessio Sakara,1,3:07,Submission (armbar)
2373,UFC Fight Night: Machida vs. Muñoz,Catchweight (128 lbs),John Lineker,def.,Phil Harris,1,2:51,TKO (punches)
2374,UFC Fight Night: Machida vs. Muñoz,Lightweight,Al Iaquinta,def.,Piotr Hallmann,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
2375,UFC Fight Night: Machida vs. Muñoz,Middleweight,Luke Barnatt,def.,Andrew Craig,2,2:12,Submission (rear-naked choke)
2376,UFC Fight Night: Machida vs. Muñoz,Women's Bantamweight,Jéssica Andrade,def.,Rosi Sexton,3,5:00,"Decision (unanimous) (30–26, 30–27, 30–26)"
2377,UFC Fight Night: Machida vs. Muñoz,Featherweight,Cole Miller,def.,Andy Ogle,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2378,UFC Fight Night: Machida vs. Muñoz,Featherweight,Jimy Hettes,def.,Rob Whiteford,2,2:17,Technical Submission (triangle choke)
2379,UFC Fight Night: Machida vs. Muñoz,Middleweight,Brad Scott,def.,Michael Kuiper,1,4:17,Submission (standing guillotine choke)
2380,UFC 166: Velasquez vs. dos Santos III,Heavyweight,Cain Velasquez,def.,Junior dos Santos,5,3:09,TKO (slam and punch)
2381,UFC 166: Velasquez vs. dos Santos III,Heavyweight,Daniel Cormier,def.,Roy Nelson,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2382,UFC 166: Velasquez vs. dos Santos III,Lightweight,Gilbert Melendez,def.,Diego Sanchez,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
2383,UFC 166: Velasquez vs. dos Santos III,Heavyweight,Gabriel Gonzaga,def.,Shawn Jordan,1,1:33,KO (punches)
2384,UFC 166: Velasquez vs. dos Santos III,Flyweight,John Dodson,def.,Darrell Montague,1,4:13,KO (punch)
2385,UFC 166: Velasquez vs. dos Santos III,Middleweight,Tim Boetsch,def.,C.B. Dollaway,3,5:00,"Decision (split) (30–26, 27–29, 30–26)"
2386,UFC 166: Velasquez vs. dos Santos III,Welterweight,Hector Lombard,def.,Nate Marquardt,1,1:48,KO (punches)
2387,UFC 166: Velasquez vs. dos Santos III,Women's Bantamweight,Jessica Eye,vs.,Sarah Kaufman,3,5:00,No Contest (overturned)
2388,UFC 166: Velasquez vs. dos Santos III,Lightweight,K.J. Noons,def.,George Sotiropoulos,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2389,UFC 166: Velasquez vs. dos Santos III,Welterweight,Adlan Amagov,def.,TJ Waldburger,1,3:00,KO (punches)
2390,UFC 166: Velasquez vs. dos Santos III,Lightweight,Tony Ferguson,def.,Mike Rio,1,1:52,Submission (D'Arce choke)
2391,UFC 166: Velasquez vs. dos Santos III,Catchweight (148.5 lbs),Andre Fili,def.,Jeremy Larsen,2,0:53,TKO (punches)
2392,UFC 166: Velasquez vs. dos Santos III,Bantamweight,Kyoji Horiguchi,def.,Dustin Pague,2,3:51,TKO (punches)
2393,UFC Fight Night: Maia vs. Shields,Welterweight,Jake Shields,def.,Demian Maia,5,5:00,"Decision (split) (48–47, 47–48, 48–47)"
2394,UFC Fight Night: Maia vs. Shields,Welterweight,Dong Hyun Kim,def.,Erick Silva,2,3:01,KO (punch)
2395,UFC Fight Night: Maia vs. Shields,Catchweight (208 lbs),Thiago Silva,def.,Matt Hamill,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–27)"
2396,UFC Fight Night: Maia vs. Shields,Light Heavyweight,Fabio Maldonado,def.,Joey Beltran,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2397,UFC Fight Night: Maia vs. Shields,Welterweight,Rousimar Palhares,def.,Mike Pierce,1,0:31,Submission (heel hook)
2398,UFC Fight Night: Maia vs. Shields,Bantamweight,Raphael Assunção,def.,T.J. Dillashaw,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2399,UFC Fight Night: Maia vs. Shields,Welterweight,Igor Araújo,def.,Ildemar Alcantara,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2400,UFC Fight Night: Maia vs. Shields,Welterweight,Yan Cabral,def.,David Mitchell,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2401,UFC Fight Night: Maia vs. Shields,Flyweight,Chris Cariaso,def.,Iliarde Santos,2,4:31,TKO (punches)
2402,UFC Fight Night: Maia vs. Shields,Lightweight,Alan Patrick,def.,Garett Whiteley,1,3:54,TKO (punches)
2403,UFC 165: Jones vs. Gustafsson,Light Heavyweight,Jon Jones,def.,Alexander Gustafsson,5,5:00,"Decision (unanimous) (48–47, 48–47, 49–46)"
2404,UFC 165: Jones vs. Gustafsson,Bantamweight,Renan Barão,def.,Eddie Wineland,2,0:35,TKO (spinning back kick and punches)
2405,UFC 165: Jones vs. Gustafsson,Heavyweight,Brendan Schaub,def.,Matt Mitrione,1,4:06,Technical submission (D'Arce choke)
2406,UFC 165: Jones vs. Gustafsson,Middleweight,Francis Carmont,def.,Costas Philippou,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
2407,UFC 165: Jones vs. Gustafsson,Lightweight,Khabib Nurmagomedov,def.,Pat Healy,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2408,UFC 165: Jones vs. Gustafsson,Lightweight,Myles Jury,def.,Mike Ricci,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2409,UFC 165: Jones vs. Gustafsson,Bantamweight,Wilson Reis,def.,Ivan Menjivar,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2410,UFC 165: Jones vs. Gustafsson,Welterweight,Stephen Thompson,def.,Chris Clements,2,1:27,KO (punches)
